date,region,cases,recovered,deceased,population,active,active_per_10k,deceased_per_million,suceptible,removed
7/20/2020,La Paz,10190,821,169,2926996,9200,31.43154278,57.7383775,2916806,990
7/19/2020,La Paz,9655,797,162,2926996,8696,29.70964087,55.34684707,2917341,959
7/18/2020,La Paz,8922,742,157,2926996,8023,27.41035519,53.63861105,2918074,899
7/17/2020,La Paz,8209,704,155,2926996,7350,25.11106951,52.95531665,2918787,859
7/16/2020,La Paz,7976,636,145,2926996,7195,24.58151634,49.5388446,2919020,781
7/15/2020,La Paz,7662,625,139,2926996,6898,23.56682414,47.48896138,2919334,764
7/14/2020,La Paz,7402,594,134,2926996,6674,22.80153441,45.78072536,2919594,728
7/13/2020,La Paz,7124,561,133,2926996,6430,21.96791523,45.43907815,2919872,694
7/12/2020,La Paz,6703,533,131,2926996,6039,20.63207466,44.75578375,2920293,664
7/11/2020,La Paz,6366,496,127,2926996,5743,19.62079894,43.38919493,2920630,623
7/10/2020,La Paz,5704,464,116,2926996,5124,17.50600274,39.63107568,2921292,580
7/9/2020,La Paz,5376,433,114,2926996,4829,16.49814349,38.94778127,2921620,547
7/8/2020,La Paz,5151,430,110,2926996,4611,15.75335258,37.58119246,2921845,540
7/7/2020,La Paz,4876,425,109,2926996,4342,14.8343216,37.23954525,2922120,534
7/6/2020,La Paz,4685,418,107,2926996,4160,14.21252369,36.55625085,2922311,525
7/5/2020,La Paz,4205,411,107,2926996,3687,12.59653242,36.55625085,2922791,518
7/4/2020,La Paz,3872,400,100,2926996,3372,11.52034372,34.16472042,2923124,500
7/3/2020,La Paz,3634,396,93,2926996,3145,10.74480457,31.77318999,2923362,489
7/2/2020,La Paz,3397,394,93,2926996,2910,9.941933641,31.77318999,2923599,487
7/1/2020,La Paz,3241,394,84,2926996,2763,9.439712251,28.69836515,2923755,478
6/30/2020,La Paz,3029,391,82,2926996,2556,8.732502538,28.01507074,2923967,473
6/29/2020,La Paz,2967,388,82,2926996,2497,8.530930688,28.01507074,2924029,470
6/28/2020,La Paz,2882,382,76,2926996,2424,8.281528229,25.96518752,2924114,458
6/27/2020,La Paz,2774,376,74,2926996,2324,7.939881025,25.28189311,2924222,450
6/26/2020,La Paz,2580,368,69,2926996,2143,7.321499585,23.57365709,2924416,437
6/25/2020,La Paz,2373,365,68,2926996,1940,6.627955761,23.23200988,2924623,433
6/24/2020,La Paz,2161,360,65,2926996,1736,5.930995464,22.20706827,2924835,425
6/23/2020,La Paz,1966,351,64,2926996,1551,5.298948137,21.86542107,2925030,415
6/22/2020,La Paz,1918,351,63,2926996,1504,5.138373951,21.52377386,2925078,414
6/21/2020,La Paz,1780,345,63,2926996,1372,4.687399641,21.52377386,2925216,408
6/20/2020,La Paz,1545,332,55,2926996,1158,3.956274624,18.79059623,2925451,387
6/19/2020,La Paz,1469,332,54,2926996,1083,3.700039221,18.44894902,2925527,386
6/18/2020,La Paz,1386,330,53,2926996,1003,3.426721458,18.10730182,2925610,383
6/17/2020,La Paz,1298,324,51,2926996,923,3.153403694,17.42400741,2925698,375
6/16/2020,La Paz,1254,322,50,2926996,882,3.013328341,17.08236021,2925742,372
6/15/2020,La Paz,1213,322,50,2926996,841,2.873252987,17.08236021,2925783,372
6/14/2020,La Paz,1149,314,49,2926996,786,2.685347025,16.740713,2925847,363
6/13/2020,La Paz,1064,304,45,2926996,715,2.44277751,15.37412419,2925932,349
6/12/2020,La Paz,983,291,43,2926996,649,2.217290355,14.69082978,2926013,334
6/11/2020,La Paz,932,289,42,2926996,601,2.053299697,14.34918257,2926064,331
6/10/2020,La Paz,842,285,40,2926996,517,1.766316046,13.66588817,2926154,325
6/9/2020,La Paz,804,276,38,2926996,490,1.6740713,12.98259376,2926192,314
6/8/2020,La Paz,754,272,38,2926996,444,1.516913586,12.98259376,2926242,310
6/7/2020,La Paz,754,272,38,2926996,444,1.516913586,12.98259376,2926242,310
6/6/2020,La Paz,737,269,38,2926996,430,1.469082978,12.98259376,2926259,307
6/5/2020,La Paz,692,263,38,2926996,391,1.335840568,12.98259376,2926304,301
6/4/2020,La Paz,661,254,36,2926996,371,1.267511127,12.29929935,2926335,290
6/3/2020,La Paz,635,251,35,2926996,349,1.192348743,11.95765215,2926361,286
6/2/2020,La Paz,614,249,32,2926996,333,1.13768519,10.93271053,2926382,281
6/1/2020,La Paz,555,248,31,2926996,276,0.942946283,10.59106333,2926441,279
5/31/2020,La Paz,507,244,28,2926996,235,0.80287093,9.566121717,2926489,272
5/30/2020,La Paz,478,242,28,2926996,208,0.710626185,9.566121717,2926518,270
5/29/2020,La Paz,444,237,27,2926996,180,0.614964967,9.224474512,2926552,264
5/28/2020,La Paz,423,234,26,2926996,163,0.556884943,8.882827308,2926573,260
5/27/2020,La Paz,415,228,24,2926996,163,0.556884943,8.1995329,2926581,252
5/26/2020,La Paz,410,219,24,2926996,167,0.570550831,8.1995329,2926586,243
5/25/2020,La Paz,403,210,24,2926996,169,0.577383775,8.1995329,2926593,234
5/24/2020,La Paz,394,209,24,2926996,161,0.550051999,8.1995329,2926602,233
5/23/2020,La Paz,386,201,24,2926996,161,0.550051999,8.1995329,2926610,225
5/22/2020,La Paz,381,184,23,2926996,174,0.594466135,7.857885696,2926615,207
5/21/2020,La Paz,375,181,22,2926996,172,0.587633191,7.516238492,2926621,203
5/20/2020,La Paz,363,180,21,2926996,162,0.553468471,7.174591287,2926633,201
5/19/2020,La Paz,355,174,21,2926996,160,0.546635527,7.174591287,2926641,195
5/18/2020,La Paz,342,171,20,2926996,151,0.515887278,6.832944083,2926654,191
5/17/2020,La Paz,335,166,19,2926996,150,0.512470806,6.491296879,2926661,185
5/16/2020,La Paz,333,157,19,2926996,157,0.536386111,6.491296879,2926663,176
5/15/2020,La Paz,328,123,19,2926996,186,0.6354638,6.491296879,2926668,142
5/14/2020,La Paz,322,101,19,2926996,202,0.690127352,6.491296879,2926674,120
5/13/2020,La Paz,319,93,19,2926996,207,0.707209713,6.491296879,2926677,112
5/12/2020,La Paz,316,76,17,2926996,223,0.761873265,5.808002471,2926680,93
5/11/2020,La Paz,313,68,17,2926996,228,0.778955625,5.808002471,2926683,85
5/10/2020,La Paz,309,67,16,2926996,226,0.772122681,5.466355267,2926687,83
5/9/2020,La Paz,301,63,16,2926996,222,0.758456793,5.466355267,2926695,79
5/8/2020,La Paz,294,55,16,2926996,223,0.761873265,5.466355267,2926702,71
5/7/2020,La Paz,271,49,16,2926996,206,0.703793241,5.466355267,2926725,65
5/6/2020,La Paz,260,49,16,2926996,195,0.666212048,5.466355267,2926736,65
5/5/2020,La Paz,253,46,16,2926996,191,0.65254616,5.466355267,2926743,62
5/4/2020,La Paz,243,45,15,2926996,183,0.625214384,5.124708062,2926753,60
5/3/2020,La Paz,241,38,15,2926996,188,0.642296744,5.124708062,2926755,53
5/2/2020,La Paz,236,34,15,2926996,187,0.638880272,5.124708062,2926760,49
5/1/2020,La Paz,221,27,15,2926996,179,0.611548495,5.124708062,2926775,42
4/30/2020,La Paz,218,27,15,2926996,176,0.601299079,5.124708062,2926778,42
4/29/2020,La Paz,202,26,15,2926996,161,0.550051999,5.124708062,2926794,41
4/28/2020,La Paz,188,26,15,2926996,147,0.50222139,5.124708062,2926808,41
4/27/2020,La Paz,185,19,15,2926996,151,0.515887278,5.124708062,2926811,34
4/26/2020,La Paz,168,16,15,2926996,137,0.46805667,5.124708062,2926828,31
4/25/2020,La Paz,159,13,15,2926996,131,0.447557837,5.124708062,2926837,28
4/24/2020,La Paz,155,13,14,2926996,128,0.437308421,4.783060858,2926841,27
4/23/2020,La Paz,150,9,13,2926996,128,0.437308421,4.441413654,2926846,22
4/22/2020,La Paz,140,9,13,2926996,118,0.403143701,4.441413654,2926856,22
4/21/2020,La Paz,137,6,12,2926996,119,0.406560173,4.09976645,2926859,18
4/20/2020,La Paz,134,6,12,2926996,116,0.396310757,4.09976645,2926862,18
4/19/2020,La Paz,133,6,12,2926996,115,0.392894285,4.09976645,2926863,18
4/18/2020,La Paz,126,6,12,2926996,108,0.36897898,4.09976645,2926870,18
4/17/2020,La Paz,120,6,12,2926996,102,0.348480148,4.09976645,2926876,18
4/16/2020,La Paz,120,1,12,2926996,107,0.365562508,4.09976645,2926876,13
4/15/2020,La Paz,101,1,11,2926996,89,0.304066012,3.758119246,2926895,12
4/14/2020,La Paz,91,1,11,2926996,79,0.269901291,3.758119246,2926905,12
4/13/2020,La Paz,80,0,11,2926996,69,0.235736571,3.758119246,2926916,11
4/12/2020,La Paz,73,0,10,2926996,63,0.215237739,3.416472042,2926923,10
4/11/2020,La Paz,65,0,8,2926996,57,0.194738906,2.733177633,2926931,8
4/10/2020,La Paz,59,0,7,2926996,52,0.177656546,2.391530429,2926937,7
4/9/2020,La Paz,57,0,7,2926996,50,0.170823602,2.391530429,2926939,7
4/8/2020,La Paz,57,0,7,2926996,50,0.170823602,2.391530429,2926939,7
4/7/2020,La Paz,39,0,7,2926996,32,0.109327105,2.391530429,2926957,7
4/6/2020,La Paz,37,0,7,2926996,30,0.102494161,2.391530429,2926959,7
4/5/2020,La Paz,32,0,5,2926996,27,0.092244745,1.708236021,2926964,5
4/4/2020,La Paz,23,0,5,2926996,18,0.061496497,1.708236021,2926973,5
4/3/2020,La Paz,20,0,5,2926996,15,0.051247081,1.708236021,2926976,5
4/2/2020,La Paz,19,0,4,2926996,15,0.051247081,1.366588817,2926977,4
4/1/2020,La Paz,16,0,3,2926996,13,0.044414137,1.024941612,2926980,3
3/31/2020,La Paz,16,0,3,2926996,13,0.044414137,1.024941612,2926980,3
3/30/2020,La Paz,14,0,3,2926996,11,0.037581192,1.024941612,2926982,3
3/29/2020,La Paz,13,0,2,2926996,11,0.037581192,0.683294408,2926983,2
3/28/2020,La Paz,10,0,0,2926996,10,0.03416472,0,2926986,0
3/27/2020,La Paz,8,0,0,2926996,8,0.027331776,0,2926988,0
3/26/2020,La Paz,8,0,0,2926996,8,0.027331776,0,2926988,0
3/25/2020,La Paz,4,0,0,2926996,4,0.013665888,0,2926992,0
3/24/2020,La Paz,3,0,0,2926996,3,0.010249416,0,2926993,0
3/23/2020,La Paz,1,0,0,2926996,1,0.003416472,0,2926995,0
3/22/2020,La Paz,1,0,0,2926996,1,0.003416472,0,2926995,0
3/21/2020,La Paz,1,0,0,2926996,1,0.003416472,0,2926995,0
7/20/2020,Cochabamba,6526,1320,498,2028639,4708,23.20767766,245.4847807,2022113,1818
7/19/2020,Cochabamba,6406,1226,483,2028639,4697,23.15345411,238.0906608,2022233,1709
7/18/2020,Cochabamba,6277,1060,468,2028639,4749,23.4097836,230.6965409,2022362,1528
7/17/2020,Cochabamba,6045,986,453,2028639,4606,22.70487751,223.302421,2022594,1439
7/16/2020,Cochabamba,5926,774,437,2028639,4715,23.24218355,215.4153598,2022713,1211
7/15/2020,Cochabamba,5744,699,422,2028639,4623,22.78867753,208.0212399,2022895,1121
7/14/2020,Cochabamba,5468,615,412,2028639,4441,21.89152432,203.0918266,2023171,1027
7/13/2020,Cochabamba,5315,571,398,2028639,4346,21.42323006,196.190648,2023324,969
7/12/2020,Cochabamba,5188,504,385,2028639,4299,21.19154763,189.7824108,2023451,889
7/11/2020,Cochabamba,5014,446,365,2028639,4203,20.71832396,179.9235842,2023625,811
7/10/2020,Cochabamba,4915,410,346,2028639,4159,20.50142978,170.557699,2023724,756
7/9/2020,Cochabamba,4769,379,327,2028639,4063,20.0282061,161.1918138,2023870,706
7/8/2020,Cochabamba,4635,350,312,2028639,3973,19.58455891,153.7976939,2024004,662
7/7/2020,Cochabamba,4492,329,304,2028639,3859,19.0226058,149.8541633,2024147,633
7/6/2020,Cochabamba,4429,301,292,2028639,3836,18.90922929,143.9388674,2024210,593
7/5/2020,Cochabamba,4199,277,282,2028639,3640,17.94306429,139.0094541,2024440,559
7/4/2020,Cochabamba,4146,241,262,2028639,3643,17.95785253,129.1506276,2024493,503
7/3/2020,Cochabamba,4089,211,247,2028639,3631,17.89869957,121.7565077,2024550,458
7/2/2020,Cochabamba,3836,185,233,2028639,3418,16.84873455,114.8553291,2024803,418
7/1/2020,Cochabamba,3744,168,221,2028639,3355,16.53818151,108.9400332,2024895,389
6/30/2020,Cochabamba,3640,153,202,2028639,3285,16.19312258,99.57414799,2024999,355
6/29/2020,Cochabamba,3501,153,184,2028639,3164,15.59666358,90.70120411,2025138,337
6/28/2020,Cochabamba,3468,138,165,2028639,3165,15.60159299,81.3353189,2025171,303
6/27/2020,Cochabamba,3416,138,150,2028639,3128,15.4192047,73.941199,2025223,288
6/26/2020,Cochabamba,3233,123,140,2028639,2970,14.6403574,69.01178573,2025406,263
6/25/2020,Cochabamba,2970,117,136,2028639,2717,13.39321585,67.04002043,2025669,253
6/24/2020,Cochabamba,2920,100,130,2028639,2690,13.26012169,64.08237247,2025719,230
6/23/2020,Cochabamba,2775,95,125,2028639,2555,12.5946509,61.61766583,2025864,220
6/22/2020,Cochabamba,2612,94,114,2028639,2404,11.85030949,56.19531124,2026027,208
6/21/2020,Cochabamba,2551,94,107,2028639,2350,11.58412118,52.74472195,2026088,201
6/20/2020,Cochabamba,2360,94,101,2028639,2165,10.67217972,49.78707399,2026279,195
6/19/2020,Cochabamba,2302,94,98,2028639,2110,10.40106199,48.30825001,2026337,192
6/18/2020,Cochabamba,2179,86,97,2028639,1996,9.83910888,47.81530869,2026460,183
6/17/2020,Cochabamba,2041,81,94,2028639,1866,9.198285156,46.33648471,2026598,175
6/16/2020,Cochabamba,1915,78,88,2028639,1749,8.621543804,43.37883675,2026724,166
6/15/2020,Cochabamba,1878,78,83,2028639,1717,8.463802579,40.91413011,2026761,161
6/14/2020,Cochabamba,1723,76,78,2028639,1569,7.734249415,38.44942348,2026916,154
6/13/2020,Cochabamba,1537,76,75,2028639,1386,6.832166788,36.9705995,2027102,151
6/12/2020,Cochabamba,1441,76,66,2028639,1299,6.403307833,32.53412756,2027198,142
6/11/2020,Cochabamba,1369,76,60,2028639,1233,6.077966558,29.5764796,2027270,136
6/10/2020,Cochabamba,1297,71,57,2028639,1169,5.762484109,28.09765562,2027342,128
6/9/2020,Cochabamba,1231,71,57,2028639,1103,5.437142833,28.09765562,2027408,128
6/8/2020,Cochabamba,1097,71,52,2028639,974,4.801248522,25.63294899,2027542,123
6/7/2020,Cochabamba,1097,71,52,2028639,974,4.801248522,25.63294899,2027542,123
6/6/2020,Cochabamba,1022,71,52,2028639,899,4.431542527,25.63294899,2027617,123
6/5/2020,Cochabamba,960,71,51,2028639,838,4.130848318,25.14000766,2027679,122
6/4/2020,Cochabamba,898,71,49,2028639,778,3.835083522,24.15412501,2027741,120
6/3/2020,Cochabamba,851,64,45,2028639,742,3.657624644,22.1823597,2027788,109
6/2/2020,Cochabamba,786,64,39,2028639,683,3.366789261,19.22471174,2027853,103
6/1/2020,Cochabamba,714,60,34,2028639,620,3.056236225,16.76000511,2027925,94
5/31/2020,Cochabamba,611,60,23,2028639,528,2.602730205,11.33765051,2028028,83
5/30/2020,Cochabamba,556,60,23,2028639,473,2.331612475,11.33765051,2028083,83
5/29/2020,Cochabamba,488,60,21,2028639,407,2.0062712,10.35176786,2028151,81
5/28/2020,Cochabamba,419,60,19,2028639,340,1.676000511,9.365885207,2028220,79
5/27/2020,Cochabamba,376,60,18,2028639,298,1.468965153,8.87294388,2028263,78
5/26/2020,Cochabamba,345,60,18,2028639,267,1.316153342,8.87294388,2028294,78
5/25/2020,Cochabamba,339,55,18,2028639,266,1.311223929,8.87294388,2028300,73
5/24/2020,Cochabamba,329,55,13,2028639,261,1.286576863,6.408237247,2028310,68
5/23/2020,Cochabamba,295,55,13,2028639,227,1.118976812,6.408237247,2028344,68
5/22/2020,Cochabamba,285,55,11,2028639,219,1.079541505,5.422354593,2028354,66
5/21/2020,Cochabamba,266,55,11,2028639,200,0.985882653,5.422354593,2028373,66
5/20/2020,Cochabamba,259,55,11,2028639,193,0.95137676,5.422354593,2028380,66
5/19/2020,Cochabamba,246,55,11,2028639,180,0.887294388,5.422354593,2028393,66
5/18/2020,Cochabamba,228,50,10,2028639,168,0.828141429,4.929413267,2028411,60
5/17/2020,Cochabamba,224,50,9,2028639,165,0.813353189,4.43647194,2028415,59
5/16/2020,Cochabamba,214,50,9,2028639,155,0.764059056,4.43647194,2028425,59
5/15/2020,Cochabamba,196,50,9,2028639,137,0.675329618,4.43647194,2028443,59
5/14/2020,Cochabamba,170,45,8,2028639,117,0.576741352,3.943530613,2028469,53
5/13/2020,Cochabamba,148,45,8,2028639,95,0.46829426,3.943530613,2028491,53
5/12/2020,Cochabamba,130,45,7,2028639,78,0.384494235,3.450589287,2028509,52
5/11/2020,Cochabamba,109,45,6,2028639,58,0.285905969,2.95764796,2028530,51
5/10/2020,Cochabamba,104,40,6,2028639,58,0.285905969,2.95764796,2028535,46
5/9/2020,Cochabamba,95,40,6,2028639,49,0.24154125,2.95764796,2028544,46
5/8/2020,Cochabamba,90,40,6,2028639,44,0.216894184,2.95764796,2028549,46
5/7/2020,Cochabamba,82,33,6,2028639,43,0.21196477,2.95764796,2028557,39
5/6/2020,Cochabamba,82,33,6,2028639,43,0.21196477,2.95764796,2028557,39
5/5/2020,Cochabamba,82,33,6,2028639,43,0.21196477,2.95764796,2028557,39
5/4/2020,Cochabamba,82,25,6,2028639,51,0.251400077,2.95764796,2028557,31
5/3/2020,Cochabamba,81,25,6,2028639,50,0.246470663,2.95764796,2028558,31
5/2/2020,Cochabamba,81,25,6,2028639,50,0.246470663,2.95764796,2028558,31
5/1/2020,Cochabamba,80,25,6,2028639,49,0.24154125,2.95764796,2028559,31
4/30/2020,Cochabamba,80,22,6,2028639,52,0.25632949,2.95764796,2028559,28
4/29/2020,Cochabamba,80,22,6,2028639,52,0.25632949,2.95764796,2028559,28
4/28/2020,Cochabamba,79,22,6,2028639,51,0.251400077,2.95764796,2028560,28
4/27/2020,Cochabamba,78,22,6,2028639,50,0.246470663,2.95764796,2028561,28
4/26/2020,Cochabamba,78,13,6,2028639,59,0.290835383,2.95764796,2028561,19
4/25/2020,Cochabamba,71,13,6,2028639,52,0.25632949,2.95764796,2028568,19
4/24/2020,Cochabamba,70,13,6,2028639,51,0.251400077,2.95764796,2028569,19
4/23/2020,Cochabamba,66,13,6,2028639,47,0.231682424,2.95764796,2028573,19
4/22/2020,Cochabamba,63,13,6,2028639,44,0.216894184,2.95764796,2028576,19
4/21/2020,Cochabamba,62,13,6,2028639,43,0.21196477,2.95764796,2028577,19
4/20/2020,Cochabamba,61,13,6,2028639,42,0.207035357,2.95764796,2028578,19
4/19/2020,Cochabamba,61,7,5,2028639,49,0.24154125,2.464706633,2028578,12
4/18/2020,Cochabamba,60,7,4,2028639,49,0.24154125,1.971765307,2028579,11
4/17/2020,Cochabamba,60,7,4,2028639,49,0.24154125,1.971765307,2028579,11
4/16/2020,Cochabamba,59,7,4,2028639,48,0.236611837,1.971765307,2028580,11
4/15/2020,Cochabamba,59,0,4,2028639,55,0.27111773,1.971765307,2028580,4
4/14/2020,Cochabamba,57,0,4,2028639,53,0.261258903,1.971765307,2028582,4
4/13/2020,Cochabamba,54,0,4,2028639,50,0.246470663,1.971765307,2028585,4
4/12/2020,Cochabamba,52,0,4,2028639,48,0.236611837,1.971765307,2028587,4
4/11/2020,Cochabamba,49,0,4,2028639,45,0.221823597,1.971765307,2028590,4
4/10/2020,Cochabamba,48,0,2,2028639,46,0.22675301,0.985882653,2028591,2
4/9/2020,Cochabamba,48,0,2,2028639,46,0.22675301,0.985882653,2028591,2
4/8/2020,Cochabamba,47,0,2,2028639,45,0.221823597,0.985882653,2028592,2
4/7/2020,Cochabamba,38,0,2,2028639,36,0.177458878,0.985882653,2028601,2
4/6/2020,Cochabamba,33,0,2,2028639,31,0.152811811,0.985882653,2028606,2
4/5/2020,Cochabamba,33,0,1,2028639,32,0.157741225,0.492941327,2028606,1
4/4/2020,Cochabamba,25,0,0,2028639,25,0.123235332,0,2028614,0
4/3/2020,Cochabamba,24,0,0,2028639,24,0.118305918,0,2028615,0
4/2/2020,Cochabamba,22,0,0,2028639,22,0.108447092,0,2028617,0
4/1/2020,Cochabamba,21,0,0,2028639,21,0.103517679,0,2028618,0
3/31/2020,Cochabamba,20,0,0,2028639,20,0.098588265,0,2028619,0
3/30/2020,Cochabamba,20,0,0,2028639,20,0.098588265,0,2028619,0
3/29/2020,Cochabamba,18,0,0,2028639,18,0.088729439,0,2028621,0
3/28/2020,Cochabamba,14,0,0,2028639,14,0.069011786,0,2028625,0
3/27/2020,Cochabamba,14,0,0,2028639,14,0.069011786,0,2028625,0
3/26/2020,Cochabamba,10,0,0,2028639,10,0.049294133,0,2028629,0
3/25/2020,Cochabamba,3,0,0,2028639,3,0.01478824,0,2028636,0
3/24/2020,Cochabamba,3,0,0,2028639,3,0.01478824,0,2028636,0
3/23/2020,Cochabamba,3,0,0,2028639,3,0.01478824,0,2028636,0
3/22/2020,Cochabamba,3,0,0,2028639,3,0.01478824,0,2028636,0
3/21/2020,Cochabamba,2,0,0,2028639,2,0.009858827,0,2028637,0
7/20/2020,Santa Cruz,30309,15695,833,3370059,13781,40.89245915,247.1766815,3339750,16528
7/19/2020,Santa Cruz,29754,15547,814,3370059,13393,39.741144,241.538798,3340305,16361
7/18/2020,Santa Cruz,29484,15471,797,3370059,13216,39.21593064,236.4943759,3340575,16268
7/17/2020,Santa Cruz,28989,15352,778,3370059,12859,38.15660201,230.8564924,3341070,16130
7/16/2020,Santa Cruz,27744,14820,761,3370059,12163,36.09135626,225.8120704,3342315,15581
7/15/2020,Santa Cruz,26671,14324,756,3370059,11591,34.3940566,224.3284168,3343388,15080
7/14/2020,Santa Cruz,26124,13923,740,3370059,11461,34.00830668,219.5807254,3343935,14663
7/13/2020,Santa Cruz,25260,13515,733,3370059,11012,32.67598579,217.5036105,3344799,14248
